"scenario";"Ass";"Rule";"Rec";"INN";"OER";"year";"stock";"rec_q95";"ssb_q95";"f_q95";"biomass_q95";"catch_q95";"landings_q95";"discards_q95";"catch.iyv_q95";"land.iyv_q95";"disc.iyv_q95";"rec_q50";"ssb_q50";"f_q50";"biomass_q50";"catch_q50";"landings_q50";"discards_q50";"catch.iyv_q50";"land.iyv_q50";"disc.iyv_q50";"rec_q05";"ssb_q05";"f_q05";"biomass_q05";"catch_q05";"landings_q05";"discards_q05";"catch.iyv_q05";"land.iyv_q05";"disc.iyv_q05";"pBlim_q95";"pBlim_q50";"pBlim_q05";"pBpa_q95";"pBpa_q50";"pBpa_q05";"pBtarget_q95";"pBtarget_q50";"pBtarget_q05";"pFlim_q95";"pFlim_q50";"pFlim_q05";"pFpa_q95";"pFpa_q50";"pFpa_q05";"pFtarget_q95";"pFtarget_q50";"pFtarget_q05";"effort_q95";"effort_q50";"effort_q05";"tac_q95";"tac_q50";"tac_q05"
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2020;"PIL";14588394.2357506;425929.307846302;0.0734260505723108;426967.628316344;19106;19106;0;1.38861792390848;1.38861792390848;NA;7047430.99367849;345546.621481903;0.0625447340112427;346421.380214675;19106;19106;0;1.38861792390848;1.38861792390848;NA;3460082.86117786;289594.730375808;0.0521942327139874;290421.18478947;19106;19106;0;1.38861792390848;1.38861792390848;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5151166566153;0.440989174776993;0.369827614543149;19106;19106;19106
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2021;"PIL";14166559.4277711;455337.923346113;0.143001861868308;455337.923346113;52201.7697542169;52201.7697542169;0;2.73221866189767;2.73221866189767;NA;7013846.42767822;351916.053072019;0;351916.053072019;1e-06;1e-06;0;5.23395791897833e-11;5.23395791897833e-11;NA;3386197.84026637;284679.771469872;0;284679.771469872;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.97170755259577;2.67237660077349e-11;0;52201.7697542169;1e-06;1.48313223760443e-28
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2022;"PIL";13992038.8227769;453370.356705768;0.17711510195671;453370.356705768;63872.6918011157;63872.6918011157;0;Inf;Inf;NA;6967579.63964541;349703.2996752;0.0824683210189283;349703.2996752;29558.0423282458;29558.0423282458;0;1;1;NA;3492724.05088038;281803.439331705;0;281803.439331705;1e-06;1e-06;0;1.94078914972567e-11;1.94078914972567e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.18499747555614;0.57615886520122;1.72315748630602e-11;63872.6918011157;29558.0423282458;1e-06
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2023;"PIL";15146361.1290804;432551.174272446;0.135709799559455;432551.174272446;52065.769277597;52065.769277597;0;45742985100.9315;45742985100.9315;NA;6962799.7513078;335612.91618732;0;335612.91618732;1e-06;1e-06;0;1;1;NA;3398728.79450618;264571.269867836;0;264571.269867836;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.925188899824778;2.46706465755459e-11;0;52065.769277597;1e-06;1.41893784219165e-28
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2024;"PIL";14479301.9740604;439291.725097599;0.140100861751576;439291.725097599;52973.7640647222;52973.7640647222;0;Inf;Inf;NA;7012735.53244356;331481.627655535;0.0907953978640843;331481.627655535;30853.3565062888;30853.3565062888;0;1;1;NA;3394584.79298581;267129.584900353;0;267129.584900353;0;0;0;2.44862297745829e-11;2.44862297745829e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.953226318299273;0.631890471141692;0;52973.7640647222;30853.3565062888;2.18353411899357e-28
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2025;"PIL";13855782.5864422;431511.712347204;0.136612381501261;431511.712347204;51203.8179562472;51203.8179562472;0;41980729865.7826;41980729865.7826;NA;6930795.87649738;324937.732251645;0;324937.732251645;1e-06;1e-06;0;1;1;NA;3387499.4367581;263973.301219652;0;263973.301219652;0;0;0;1.94910581499679e-11;1.94910581499679e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.930974878668957;2.71545895968666e-11;0;51203.8179562472;1e-06;1.12303374592585e-28
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2026;"PIL";13346867.784676;420999.171812325;0.121607129082752;420999.171812325;44441.3469563341;44441.3469563341;0;49172835008.067;49172835008.067;NA;7050653.76350964;325207.123755797;0;325207.123755797;1e-06;1e-06;0;1;1;NA;3628934.36506404;257184.970953935;0;257184.970953935;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.834456604475418;2.54083400119203e-11;0;44441.3469563341;1e-06;9.49008955096204e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2027;"PIL";14272956.4043288;424765.515280026;0.121107346638638;424765.515280026;45118.4116298067;45118.4116298067;0;58167178204.605;58167178204.605;NA;6985005.44314574;326899.935628644;0;326899.935628644;1e-06;1e-06;0;1;1;NA;3583341.45746348;256149.768556285;0;256149.768556285;0;0;0;2.32056505602745e-11;2.32056505602745e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.831215740602181;2.53644258994442e-11;0;45118.4116298067;1e-06;1.08911380235648e-28
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2028;"PIL";13547963.409425;423822.791411346;0.118340536345369;423822.791411346;43918.6910899689;43918.6910899689;0;41465510038.528;41465510038.528;NA;6906369.86495651;326537.786746207;0;326537.786746207;1e-06;1e-06;0;1;1;NA;3557903.01533222;259653.44467954;0;259653.44467954;0;0;0;2.42997425540129e-11;2.42997425540129e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.813248476720632;2.53450814877596e-11;0;43918.6910899689;1e-06;9.54433253512854e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2029;"PIL";14727109.469819;420960.44490588;0.120424795068299;420960.44490588;44079.0457571266;44079.0457571266;0;47136994359.9388;47136994359.9388;NA;7075210.78964909;326945.447491687;0;326945.447491687;1e-06;1e-06;0;1;1;NA;3324906.38731183;261248.69971265;0;261248.69971265;0;0;0;2.46704084629927e-11;2.46704084629927e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.82678737045304;2.53930280392451e-11;0;44079.0457571266;1e-06;9.7796727556343e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2030;"PIL";13880706.5153854;435419.695661115;0.118162173633752;435419.695661115;43181.6214014722;43181.6214014722;0;45786098269.5074;45786098269.5074;NA;6867710.63742723;326146.646267543;0;326146.646267543;1e-06;1e-06;0;1;1;NA;3538436.26801979;260642.778509564;0;260642.778509564;0;0;0;2.35901291091772e-11;2.35901291091772e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.812088716108102;2.52348802609693e-11;0;43181.6214014722;1e-06;9.88689356574992e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2031;"PIL";13807991.4067531;426832.187176707;0.121782909276881;426832.187176707;46447.0041877365;46447.0041877365;0;49913734303.6461;49913734303.6461;NA;6811079.07601096;328069.358684765;0;328069.358684765;1e-06;1e-06;0;1;1;NA;3498432.02250578;257858.308817286;0;257858.308817286;0;0;0;2.58884080971964e-11;2.58884080971964e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.835596166586016;2.54525255851721e-11;0;46447.0041877365;1e-06;9.19561236694528e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2032;"PIL";13732674.0128292;430016.402100839;0.117812150462816;430016.402100839;44084.6958707726;44084.6958707726;0;39558517190.1169;39558517190.1169;NA;7027927.84086317;327151.589904163;0;327151.589904163;1e-06;1e-06;0;1;1;NA;3646353.92627976;258259.492564715;0;258259.492564715;0;0;0;2.66113045793904e-11;2.66113045793904e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.809812257501768;2.54872369373986e-11;0;44084.6958707726;1e-06;9.1171329172636e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2033;"PIL";14109013.5006565;432749.259323771;0.117461362598992;432749.259323771;42862.0641103505;42862.0641103505;0;40567193552.3136;40567193552.3136;NA;6930207.91521573;326626.64622265;0;326626.64622265;1e-06;1e-06;0;1;1;NA;3341886.055758;264139.302833478;0;264139.302833478;0;0;0;2.64757016802464e-11;2.64757016802464e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.80753011022612;2.50506555848783e-11;0;42862.0641103505;1e-06;9.5847865517713e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2034;"PIL";14582612.7333461;430051.55642277;0.11804094943549;430051.55642277;45310.3398935859;45310.3398935859;0;42215929263.1866;42215929263.1866;NA;6885742.72705657;325722.712201407;0;325722.712201407;1e-06;1e-06;0;1;1;NA;3579579.74310684;259742.901125517;0;259742.901125517;0;0;0;2.51433501236412e-11;2.51433501236412e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.811300304939623;2.50781205550438e-11;0;45310.3398935859;1e-06;9.30832330990331e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2035;"PIL";13857408.1539433;422574.603567303;0.120632096216477;422574.603567303;44890.3522013131;44890.3522013131;0;47371976806.6171;47371976806.6171;NA;7035947.23978852;327939.305495856;0;327939.305495856;1e-06;1e-06;0;1;1;NA;3466635.69681932;260922.656332636;0;260922.656332636;0;0;0;2.64794793297627e-11;2.64794793297627e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.82813261391848;2.53690160774083e-11;0;44890.3522013131;1e-06;9.51779439240104e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2036;"PIL";13908276.569347;427121.048870056;0.118312247069315;427121.048870056;43092.8522234668;43092.8522234668;0;42603768304.2868;42603768304.2868;NA;6938196.18182466;328205.6476698;0;328205.6476698;1e-06;1e-06;0;1;1;NA;3468326.5189327;260512.253906751;0;260512.253906751;0;0;0;2.58080259185028e-11;2.58080259185028e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.813064551075083;2.53862803384181e-11;0;43092.8522234668;1e-06;9.26400890877595e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2037;"PIL";13655184.7923494;431131.688947008;0.117869883160247;431131.688947008;45045.720109177;45045.720109177;0;42438546441.0204;42438546441.0204;NA;7014581.14166129;327539.288529868;0;327539.288529868;1e-06;1e-06;0;1;1;NA;3475297.94315335;259549.905381862;0;259549.905381862;0;0;0;1.0003607928953e-11;1.0003607928953e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.810187778961133;2.5243742893576e-11;0;45045.720109177;1e-06;9.23938439076627e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2038;"PIL";14346822.6777441;423866.52912834;0.117109236185052;423866.52912834;44202.3182978465;44202.3182978465;0;46491452050.62;46491452050.62;NA;7302352.76660544;326445.162766151;0;326445.162766151;1e-06;1e-06;0;1;1;NA;3560935.68821038;264695.520829607;0;264695.520829607;0;0;0;2.53355592532716e-11;2.53355592532716e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.805238512649716;2.51568586946605e-11;0;44202.3182978465;1e-06;9.35159010906018e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2039;"PIL";13520735.9773312;427343.44616003;0.117683610471081;427343.44616003;43873.8342262835;43873.8342262835;0;47651810032.3411;47651810032.3411;NA;6894810.41535019;330552.115813699;0;330552.115813699;1e-06;1e-06;0;1;1;NA;3492504.8810639;262084.074724149;0;262084.074724149;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.80897608927411;2.5140574811881e-11;0;43873.8342262835;1e-06;8.92933343479016e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2040;"PIL";14088952.736452;433136.172209839;0.121608274079575;433136.172209839;45062.5094929102;45062.5094929102;0;Inf;Inf;NA;6789268.37726142;331341.81697368;0;331341.81697368;1e-06;1e-06;0;1;1;NA;3391635.29771572;262985.176743477;0;262985.176743477;0;0;0;2.70970431647594e-11;2.70970431647594e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.834464063627967;2.58849155319438e-11;0;45062.5094929102;1e-06;9.55946640905544e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2041;"PIL";14984788.0769236;425930.515086903;0.120795226016388;425930.515086903;44916.3063643163;44916.3063643163;0;47559687723.9545;47559687723.9545;NA;7188219.98828916;328877.204248469;0;328877.204248469;1e-06;1e-06;0;1;1;NA;3485449.51829421;261301.698277806;0;261301.698277806;0;0;0;1.08100847250123e-11;1.08100847250123e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.829190988192006;2.54304460493287e-11;0;44916.3063643163;1e-06;8.83538775428638e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2042;"PIL";14709210.4404846;434538.424607959;0.119149392580501;434538.424607959;43969.4085627458;43969.4085627458;0;51477730035.2743;51477730035.2743;NA;7064139.87911617;328565.117454916;0;328565.117454916;1e-06;1e-06;0;1;1;NA;3425785.96371417;264164.409682438;0;264164.409682438;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.818505571116315;2.52758163288328e-11;0;43969.4085627458;1e-06;8.78115584115021e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2043;"PIL";13895606.9522251;439768.25076694;0.118391685161974;439768.25076694;45056.4756819643;45056.4756819643;0;52917405401.9443;52917405401.9443;NA;7035645.61869916;330887.415658823;0;330887.415658823;1e-06;1e-06;0;1;1;NA;3504180.09083787;264467.360806644;0;264467.360806644;0;0;0;2.47986118406648e-11;2.47986118406648e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.813581023183366;2.55500189282145e-11;0;45056.4756819643;1e-06;8.15034451151302e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2044;"PIL";13964253.0537142;430886.294647817;0.120269177703323;430886.294647817;46362.7026744224;46362.7026744224;0;52183477874.386;52183477874.386;NA;6872117.63311446;331248.875208993;0;331248.875208993;1e-06;1e-06;0;1;1;NA;3541364.17298979;263601.669668209;0;263601.669668209;0;0;0;2.5718956312982e-11;2.5718956312982e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.825777371926632;2.55283360696178e-11;0;46362.7026744224;1e-06;9.0128164274509e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2045;"PIL";14058844.7099686;424783.347040702;0.121885973139098;424783.347040702;45085.462282285;45085.462282285;0;45374979915.7682;45374979915.7682;NA;6953736.03979969;326435.496919494;0;326435.496919494;1e-06;1e-06;0;1;1;NA;3422548.65186836;259484.71417625;0;259484.71417625;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.836264238248882;2.52278706452896e-11;0;45085.462282285;1e-06;7.61957523005345e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2046;"PIL";14092497.5445151;427827.980060545;0.117643979846219;427827.980060545;43017.8364711477;43017.8364711477;0;51672503317.2072;51672503317.2072;NA;7023122.45501129;326039.208985854;0;326039.208985854;1e-06;1e-06;0;1;1;NA;3513347.96543242;261877.645959001;0;261877.645959001;0;0;0;2.39472869298913e-11;2.39472869298913e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.808718264678891;2.46823123932264e-11;0;43017.8364711478;1e-06;7.95777811203736e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2047;"PIL";13315475.6240232;443501.303437253;0.116926984684299;443501.303437253;43856.8847953774;43856.8847953774;0;50735153227.4547;50735153227.4547;NA;6968999.77411387;329009.573030761;0;329009.573030761;1e-06;1e-06;0;1;1;NA;3595469.79594918;262087.538544109;0;262087.538544109;0;0;0;2.34241280826108e-11;2.34241280826108e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.80405219005577;2.53261156655438e-11;0;43856.8847953774;1e-06;8.5674191117703e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2048;"PIL";13967384.013942;425010.816507784;0.120489805853514;425010.816507784;46609.9977769459;46609.9977769459;0;Inf;Inf;NA;6901748.20373874;328501.575160367;0;328501.575160367;1e-06;1e-06;0;1;1;NA;3500435.42255548;263289.386486743;0;263289.386486743;0;0;0;2.57381708871191e-11;2.57381708871191e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.827209276032007;2.52040150932575e-11;0;46609.9977769459;1e-06;8.9658637756623e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2049;"PIL";14219347.4778735;430836.019285964;0.118001538598802;430836.019285964;44284.9786400348;44284.9786400348;0;46015803820.0617;46015803820.0617;NA;7088804.71325339;329917.911283587;0;329917.911283587;1e-06;1e-06;0;1;1;NA;3350605.61326779;260449.933820872;0;260449.933820872;0;0;0;2.4838515617406e-11;2.4838515617406e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.811044076888513;2.5164977306269e-11;0;44284.9786400348;1e-06;9.14577737824877e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2050;"PIL";14423828.8276244;435571.081415396;0.120525401188864;435571.081415396;44524.2445175761;44524.2445175761;0;44868158736.3673;44868158736.3673;NA;6951757.53207799;329656.393543208;0;329656.393543208;1e-06;1e-06;0;1;1;NA;3562857.80933901;257747.351985697;0;257747.351985697;0;0;0;2.58948053087124e-11;2.58948053087124e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.827440268048892;2.55351695518054e-11;0;44524.2445175761;1e-06;8.91266959460251e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2051;"PIL";14211681.5145859;436988.460057767;0.120351111956613;436988.460057767;45119.7278532903;45119.7278532903;0;43536706363.6698;43536706363.6698;NA;7213363.41428118;328982.910995007;0;328982.910995007;1e-06;1e-06;0;1;1;NA;3503128.56716898;258875.713062503;0;258875.713062503;0;0;0;2.56399116424259e-11;2.56399116424259e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.826309132246669;2.55461461356124e-11;0;45119.7278532903;1e-06;9.24799082635934e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2052;"PIL";14035777.4400406;439170.501268764;0.118286285485165;439170.501268764;45121.6850224147;45121.6850224147;0;42154396605.6508;42154396605.6508;NA;7133581.87456672;328275.261006443;0;328275.261006443;1e-06;1e-06;0;1;1;NA;3522597.57360814;260686.526513296;0;260686.526513296;0;0;0;2.4183802758502e-11;2.4183802758502e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.812895742427652;2.53699365012218e-11;0;45121.6850224147;1e-06;8.97881218298126e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2053;"PIL";13721643.4908244;431831.639793957;0.123522793416729;431831.639793957;46027.1040201479;46027.1040201479;0;47746481800.1378;47746481800.1378;NA;6908164.19336335;330519.959538423;0;330519.959538423;1e-06;1e-06;0;1;1;NA;3556990.66731492;261728.644682765;0;261728.644682765;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.846866276291022;2.50845105679926e-11;0;46027.1040201479;1e-06;8.12810926674821e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2054;"PIL";13614031.9391565;432728.449404719;0.121404367970508;432728.449404719;45655.5342029445;45655.5342029445;0;Inf;Inf;NA;6847040.13935848;328511.819441637;0;328511.819441637;1e-06;1e-06;0;1;1;NA;3451861.44621536;262455.879314901;0;262455.879314901;0;0;0;2.45331396213901e-11;2.45331396213901e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.833141985682962;2.54414132077264e-11;0;45655.5342029445;1e-06;8.81001572724195e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2055;"PIL";13580811.1597729;425680.893389167;0.120003602790601;425680.893389167;43881.8905931703;43881.8905931703;0;52179788245.4792;52179788245.4792;NA;7029596.38733007;328551.090902201;0;328551.090902201;1e-06;1e-06;0;1;1;NA;3232463.29464803;262733.671163594;0;262733.671163594;0;0;0;2.58954118793545e-11;2.58954118793545e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.82405339240734;2.52110857540187e-11;0;43881.8905931703;1e-06;9.23874057172412e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2056;"PIL";13646406.7559982;425653.348191885;0.120325098685007;425653.348191885;43846.3651574538;43846.3651574538;0;41434545873.4599;41434545873.4599;NA;7131409.06297711;329230.089474083;0;329230.089474083;1e-06;1e-06;0;1;1;NA;3665742.92371098;259430.497997771;0;259430.497997771;0;0;0;2.52042191266286e-11;2.52042191266286e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.826140319130856;2.54943472719505e-11;0;43846.3651574538;1e-06;8.71493667490981e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2057;"PIL";13976747.4003406;422899.531642894;0.117983084003375;422899.531642894;43293.5598226847;43293.5598226847;0;46623953609.9101;46623953609.9101;NA;7131166.57492022;329386.049320824;0;329386.049320824;1e-06;1e-06;0;1;1;NA;3532618.99993194;264284.773674953;0;264284.773674953;0;0;0;2.56658743806428e-11;2.56658743806428e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.810924059265177;2.50701196181884e-11;0;43293.5598226847;1e-06;8.81176375303849e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2058;"PIL";14254594.6641843;429642.572330937;0.117807401766639;429642.572330937;42985.7895177087;42985.7895177087;0;48489256670.7734;48489256670.7734;NA;7044165.93500154;330009.774663091;0;330009.774663091;1e-06;1e-06;0;1;1;NA;3393937.30265948;264462.849876355;0;264462.849876355;0;0;0;2.5746538966853e-11;2.5746538966853e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.809781369484737;2.52944788014692e-11;0;42985.7895177087;1e-06;9.09965319094799e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2059;"PIL";13597174.207101;434804.888560726;0.11762917933593;434804.888560726;44289.431523167;44289.431523167;0;44412146360.1454;44412146360.1454;NA;6909975.83516105;327715.558906664;0;327715.558906664;1e-06;1e-06;0;1;1;NA;3383009.74331811;264525.756334036;0;264525.756334036;0;0;0;2.48125365133351e-11;2.48125365133351e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.808621976645283;2.54476626124422e-11;0;44289.431523167;1e-06;9.00167614169378e-29
"ASSnone_HCR0_REClow_INNvar_OERnone";"ASSnone";"HCR0";"REClow";"INNvar";"OERnone";2060;"PIL";13608853.147824;427127.006237864;0.121393983407161;427127.006237864;45399.0411845949;45399.0411845949;0;44344139282.8432;44344139282.8432;NA;7122009.5025256;326258.65410492;0;326258.65410492;1e-06;1e-06;0;1;1;NA;3552513.29572461;262092.187926057;0;262092.187926057;0;0;0;2.5088974139903e-11;2.5088974139903e-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.833074645474868;2.56399648199669e-11;0;45399.0411845949;1e-06;9.21409608147752e-29
